15.000000	15.000000	15.272309	15.332200	15.590123	15.672209	15.901701	16.015674	16.219514	16.355683	16.535535	16.693223	16.850020	17.028706	17.163289	17.362627	17.475580	17.695337	17.787080	18.027101	18.098428	18.357915	18.409720	18.687874	18.720900	19.017117	19.026894	19.341276	19.332961	19.665286	19.639085	19.989183	19.945253	20.312989	20.251454	20.636727	20.557681	20.960411	20.829100	21.295527	21.100566	21.630516	21.372075	21.965389	21.643622	22.300154	21.915205	22.634821	22.186820	22.969395	22.458466	23.303884	22.730139	23.638294	23.001839	23.972629	23.275275	24.307496	23.551776	24.643377	23.831747	24.980435	24.114525	25.318450	24.399474	25.657202	24.686693	25.995018	24.975541	26.333461	25.265515	26.672340	25.555870	27.011367	25.779376	27.396314	25.997473	27.785660	26.208779	28.179687	26.439082	28.572220	26.658254	28.969871	26.866190	29.372160	27.091094	29.651469	27.307760	29.926444	27.519456	30.198607	27.730204	30.470447	27.942655	30.743481	28.159161	31.019046	28.381517	31.298163	28.610844	31.581495	
15.000000	15.000000	15.364568	15.362818	15.694157	15.681503	16.023179	16.004714	16.351756	16.331134	16.681131	16.658682	17.011040	16.986921	17.339222	17.318586	17.667927	17.650121	18.043820	17.987102	18.373269	18.318467	18.702953	18.649781	19.034649	18.980651	19.366345	19.311521	19.698041	19.642392	20.029737	19.973262	20.361433	20.304132	20.693129	20.635002	21.024825	20.965873	21.349683	21.298883	21.714720	21.655401	22.039578	21.988411	22.364436	22.321421	22.689294	22.654431	23.014152	22.987441	23.378196	23.346293	23.703054	23.679303	24.027912	24.012313	24.352911	24.345231	24.713788	24.711892	25.039446	25.044443	25.365299	25.376902	25.726953	25.743149	26.035236	26.103280	26.343519	26.463410	26.644692	26.804071	26.943568	27.143194	27.239667	27.480304	27.532383	27.814560	27.851927	28.150577	28.170803	28.459709	28.473106	28.752289	28.774845	29.045138	29.195350	29.497781	29.485777	29.786718	29.776204	30.075656	30.068719	30.372274	30.365639	30.675832	30.667133	30.984375	30.972625	31.296571	31.281426	31.611507	
15.000000	15.000000	15.325034	15.323205	15.665348	15.673788	16.001744	16.022473	16.335878	16.361497	16.670012	16.700522	17.004146	17.039546	17.338280	17.378571	17.672414	17.717595	17.991409	18.045464	18.326307	18.383759	18.661602	18.721683	18.997242	19.059293	19.333181	19.396638	19.669383	19.733757	20.005816	20.070681	20.342466	20.407430	20.679306	20.744027	21.016315	21.080493	21.353474	21.416844	21.676469	21.740420	22.013885	22.076582	22.351411	22.412664	22.689037	22.748674	23.026756	23.084620	23.350368	23.407690	23.688247	23.743526	24.026198	24.079314	24.365778	24.413891	24.691458	24.735637	25.030696	25.069531	25.369768	25.403134	25.695448	25.724879	26.027056	26.057001	26.358476	26.388817	26.669237	26.745346	26.978563	27.105491	27.285829	27.470134	27.589973	27.840170	27.896879	28.214745	28.193944	28.599307	28.478127	28.993028	28.762309	29.386748	28.885737	29.736594	29.009253	30.086173	29.282350	30.383180	29.569844	30.685982	29.868835	30.992729	30.176101	31.302173	30.489213	31.613639	30.806507	31.926741	
15.000000	15.000000	14.924835	15.286290	14.935077	15.588429	14.945318	15.890569	14.955560	16.192709	14.955382	16.487931	14.934195	16.780468	14.892645	17.072353	14.836048	17.363919	14.768068	17.655320	14.691262	17.946633	14.607471	18.237894	14.518039	18.529121	14.423965	18.820323	14.321349	19.104443	14.200687	19.389997	14.078521	19.675892	13.955067	19.962083	13.814444	20.252494	13.673821	20.542905	13.533198	20.833316	13.392575	21.123727	13.251952	21.414137	13.111329	21.704548	12.970705	21.994959	12.830082	22.285370	12.689459	22.575781	12.548836	22.866192	12.408213	23.156603	12.267590	23.447014	12.126967	23.737424	11.986344	24.027835	11.845721	24.318246	11.705098	24.608657	11.564475	24.899068	11.423852	25.189479	11.283229	25.479890	11.142606	25.770301	11.001983	26.060711	10.861360	26.351122	10.720737	26.641533	10.580113	26.931944	10.439490	27.222355	10.298867	27.512766	10.158244	27.803177	10.017621	28.093587	9.876998	28.383998	9.736375	28.674409	9.595752	28.964820	9.455129	29.255231	9.314506	29.545642	
15.000000	15.000000	14.832155	14.744758	14.648368	14.599205	14.458454	14.481598	14.268616	14.363341	14.087539	14.219438	13.918141	14.046626	13.757578	13.848503	13.603499	13.632755	13.454498	13.403693	13.310601	13.161527	13.171074	12.908711	13.035342	12.647044	12.905797	12.364285	12.798052	12.054730	12.691288	11.756193	12.585579	11.454229	12.458737	11.165617	12.333662	10.873592	12.210187	10.578510	12.088166	10.280687	11.967469	9.980400	11.847983	9.677892	11.729608	9.373378	11.631989	9.046311	11.538092	8.706905	11.444194	8.367499	11.350296	8.028093	11.256398	7.688688	11.162500	7.349282	11.068602	7.009876	10.974705	6.670470	10.880807	6.331064	10.786909	5.991658	10.693011	5.652253	10.599113	5.312847	10.505215	4.973441	10.411318	4.634035	10.317420	4.294629	10.223522	3.955223	10.129624	3.615818	10.035726	3.276412	9.941828	2.937006	9.847931	2.597600	9.754033	2.258194	9.660135	1.918788	9.566237	1.579383	9.472339	1.239977	9.378441	0.900571	9.284544	0.561165	9.190646	0.221759	
15.000000	15.000000	15.142907	14.836737	15.228561	14.703872	15.315704	14.572292	15.423164	14.451563	15.552878	14.331305	15.687502	14.206749	15.821633	14.077418	15.955538	13.944788	16.109898	13.822096	16.271206	13.700299	16.437994	13.579246	16.609191	13.458812	16.801062	13.335615	16.994489	13.213064	17.189278	13.091089	17.385332	12.969654	17.582481	12.848693	17.781051	12.728347	17.966292	12.602075	18.153226	12.476594	18.341653	12.351807	18.531406	12.227635	18.722344	12.104012	18.914347	11.980881	19.107263	11.858170	19.318764	11.743854	19.530266	11.629538	19.741767	11.515221	19.953269	11.400905	20.164770	11.286589	20.376272	11.172273	20.587773	11.057956	20.799275	10.943640	21.010776	10.829324	21.222278	10.715008	21.433779	10.600691	21.645281	10.486375	21.856782	10.372059	22.068284	10.257742	22.279785	10.143426	22.491287	10.029110	22.702788	9.914794	22.914290	9.800477	23.125791	9.686161	23.337293	9.571845	23.548794	9.457529	23.760296	9.343212	23.971797	9.228896	24.183299	9.114580	24.394800	9.000264	
15.000000	15.000000	14.945690	15.054274	15.044983	15.155289	15.144276	15.256303	15.246168	15.357838	15.353089	15.445899	15.448315	15.525797	15.527012	15.602788	15.592835	15.677730	15.648401	15.751132	15.695821	15.823318	15.736481	15.894546	15.771438	15.964992	15.807643	16.035162	15.839057	16.104869	15.858264	16.155973	15.874346	16.207706	15.887654	16.259990	15.888977	16.316725	15.861451	16.376744	15.833926	16.436764	15.806400	16.496783	15.778875	16.556803	15.751349	16.616822	15.723824	16.676841	15.696298	16.736861	15.668773	16.796880	15.641247	16.856900	15.613721	16.916919	15.586196	16.976938	15.558670	17.036958	15.531145	17.096977	15.503619	17.156997	15.476094	17.217016	15.448568	17.277036	15.421043	17.337055	15.393517	17.397074	15.365991	17.457094	15.338466	17.517113	15.310940	17.577133	15.283415	17.637152	15.255889	17.697171	15.228364	17.757191	15.200838	17.817210	15.173313	17.877230	15.145787	17.937249	15.118262	17.997268	15.090736	18.057288	15.063210	18.117307	15.035685	18.177327	15.008159	18.237346	
15.000000	15.000000	15.393057	14.655182	15.775601	14.266523	16.158145	13.877864	16.539610	13.492027	16.918057	13.114927	17.294844	12.743228	17.670560	12.375272	18.045519	12.010088	18.419914	11.647043	18.793878	11.285673	19.167500	10.925662	19.540843	10.566782	19.911177	10.221138	20.281511	9.875494	20.651845	9.529850	21.022179	9.184206	21.392514	8.838562	21.762848	8.492917	22.133182	8.147273	22.503516	7.801629	22.873850	7.455985	23.244185	7.110341	23.614519	6.764697	23.984853	6.419053	24.355187	6.073409	24.725522	5.727765	25.095856	5.382121	25.466190	5.036476	25.836524	4.690832	26.206858	4.345188	26.577193	3.999544	26.947527	3.653900	27.317861	3.308256	27.703962	2.929470	28.092110	2.546581	28.482843	2.158649	28.876858	1.764587	29.274924	1.363459	29.607565	1.163776	29.938632	0.969504	30.270454	0.772661	30.604861	0.566673	30.942696	0.347821	31.284093	0.114872	31.628832	-0.131745	31.992500	-0.371639	32.357304	-0.624897	32.723022	-0.889266	33.089465	-1.162841	33.459799	-1.508485	
15.000000	15.000000	14.680327	14.848371	14.441023	14.569731	14.208507	14.247620	13.940484	13.967276	13.660304	13.711529	13.372512	13.472560	13.079554	13.245671	12.767314	13.059062	12.454167	12.876761	12.139347	12.704645	11.823098	12.541573	11.527328	12.341313	11.224387	12.173192	10.900683	12.054887	10.613946	11.894356	10.323129	11.741597	10.028693	11.595953	9.731403	11.456066	9.431541	11.321482	9.129371	11.191757	8.825129	11.066465	8.519033	10.945208	8.211276	10.827618	7.902028	10.713360	7.572063	10.649867	7.242098	10.586375	6.912133	10.522882	6.582168	10.459389	6.252202	10.395897	5.922237	10.332404	5.592272	10.268911	5.262307	10.205419	4.932342	10.141926	4.602377	10.078433	4.272412	10.014941	3.942446	9.951448	3.612481	9.887955	3.282516	9.824463	2.952551	9.760970	2.622586	9.697477	2.292621	9.633985	1.962656	9.570492	1.632690	9.506999	1.302725	9.443507	0.972760	9.380014	0.642795	9.316521	0.312830	9.253029	-0.017135	9.189536	-0.347100	9.126044	-0.677066	9.062551	
15.000000	15.000000	15.027872	14.761291	15.037921	14.519315	15.037535	14.347552	15.060209	14.102712	15.095728	13.862541	15.134767	13.630974	15.171544	13.398832	15.207133	13.166590	15.242062	12.936842	15.276777	12.711272	15.311495	12.489248	15.361198	12.296522	15.409835	12.103800	15.457631	11.911328	15.504816	11.719263	15.551427	11.527464	15.586197	11.283583	15.621072	11.042317	15.656037	10.803390	15.691062	10.566493	15.726142	10.331446	15.761272	10.098090	15.796446	9.866286	15.829046	9.656347	15.861784	9.447022	15.897694	9.251126	15.933605	9.055231	15.969516	8.859335	16.005427	8.663440	16.041337	8.467545	16.077248	8.271649	16.113159	8.075754	16.149070	7.879858	16.184980	7.683963	16.220891	7.488067	16.256802	7.292172	16.292713	7.096277	16.328623	6.900381	16.364534	6.704486	16.400445	6.508590	16.436355	6.312695	16.472266	6.116799	16.508177	5.920904	16.544088	5.725009	16.579998	5.529113	16.615909	5.333218	16.651820	5.137322	16.687731	4.941427	16.723641	4.745531	16.759552	4.549636	
